"","V1","V2"
"2000",NA,NA
"2001","u'full_bar'","full_bar"
"2002",NA,NA
"2003","u'beer_and_wine'","beer_and_wine"
"2004","u'full_bar'",NA
"2005",NA,NA
"2006","'full_bar'",NA
"2007",NA,NA
"2008","u'none'","none"
"2009","'full_bar'","full_bar"
"2010","u'full_bar'",NA
"2011","u'full_bar'","full_bar"
"2012","u'full_bar'",NA
"2013","u'none'",NA
"2014","u'full_bar'",NA
"2015","u'full_bar'","full_bar"
"2016","u'full_bar'",NA
"2017","u'full_bar'","full_bar"
"2018","u'full_bar'",NA
"2019","u'full_bar'","full_bar"
"2020",NA,NA
"2021",NA,NA
"2022","u'full_bar'",NA
"2023","u'full_bar'","full_bar"
"2024",NA,NA
"2025","u'full_bar'","full_bar"
"2026","u'full_bar'",NA
"2027","u'full_bar'","full_bar"
"2028","u'full_bar'",NA
"2029","u'none'",NA
"2030","u'beer_and_wine'",NA
"2031","u'full_bar'","full_bar"
"2032",NA,NA
"2033","u'full_bar'","full_bar"
"2034","u'full_bar'",NA
"2035","u'full_bar'","full_bar"
"2036",NA,NA
"2037","u'full_bar'","full_bar"
"2038","'full_bar'",NA
"2039","'full_bar'","full_bar"
"2040","u'beer_and_wine'",NA
"2041","'full_bar'","full_bar"
"2042",NA,NA
"2043","u'full_bar'","full_bar"
"2044","'full_bar'",NA
"2045","'full_bar'","full_bar"
"2046","'full_bar'",NA
"2047","u'full_bar'","full_bar"
"2048","'full_bar'",NA
"2049","u'full_bar'","full_bar"
"2050","'full_bar'",NA
"2051",NA,NA
"2052","u'beer_and_wine'",NA
"2053","u'full_bar'","full_bar"
"2054","u'full_bar'",NA
"2055","'full_bar'","full_bar"
"2056","'none'","none"
"2057","u'full_bar'","full_bar"
"2058","'full_bar'",NA
"2059",NA,NA
"2060","u'full_bar'",NA
"2061","'full_bar'","full_bar"
"2062",NA,NA
"2063","u'full_bar'","full_bar"
"2064","u'full_bar'",NA
"2065","u'full_bar'","full_bar"
"2066","'full_bar'",NA
"2067","u'full_bar'","full_bar"
"2068","u'full_bar'",NA
"2069","u'full_bar'","full_bar"
"2070",NA,NA
"2071",NA,NA
"2072","'full_bar'",NA
"2073","u'full_bar'","full_bar"
"2074","u'full_bar'",NA
"2075","u'full_bar'","full_bar"
"2076","u'none'","none"
"2077","u'full_bar'","full_bar"
"2078","u'full_bar'",NA
"2079","u'full_bar'","full_bar"
"2080","'full_bar'",NA
"2081","u'full_bar'","full_bar"
"2082",NA,NA
"2083","u'full_bar'","full_bar"
"2084","u'full_bar'",NA
"2085","u'full_bar'","full_bar"
"2086","u'full_bar'",NA
"2087","'beer_and_wine'","beer_and_wine"
"2088","u'full_bar'",NA
"2089","'full_bar'","full_bar"
"2090","u'full_bar'",NA
"2091","'full_bar'","full_bar"
"2092","u'full_bar'",NA
"2093","u'none'",NA
"2094",NA,NA
"2095","u'full_bar'","full_bar"
"2096","u'full_bar'",NA
"2097","u'none'",NA
"2098","u'full_bar'",NA
"2099","u'full_bar'","full_bar"
"2100","u'none'","none"
"2101","u'full_bar'","full_bar"
"2102","u'beer_and_wine'",NA
"2103",NA,NA
"2104","u'full_bar'",NA
"2105","u'full_bar'","full_bar"
"2106","'full_bar'",NA
"2107","u'full_bar'","full_bar"
"2108","u'beer_and_wine'",NA
"2109",NA,NA
"2110",NA,NA
"2111","'full_bar'","full_bar"
"2112",NA,NA
"2113","u'full_bar'","full_bar"
"2114","u'full_bar'",NA
"2115","u'full_bar'","full_bar"
"2116","'full_bar'",NA
"2117","'beer_and_wine'","beer_and_wine"
"2118","'full_bar'",NA
"2119","u'full_bar'","full_bar"
"2120","u'full_bar'",NA
"2121",NA,NA
"2122",NA,NA
"2123",NA,NA
"2124","u'full_bar'",NA
"2125","u'beer_and_wine'","beer_and_wine"
"2126","'full_bar'",NA
"2127","u'full_bar'","full_bar"
"2128","u'full_bar'",NA
"2129","u'full_bar'","full_bar"
"2130","'full_bar'",NA
"2131","'full_bar'","full_bar"
"2132","u'full_bar'",NA
"2133",NA,NA
"2134",NA,NA
"2135","u'full_bar'","full_bar"
"2136","u'full_bar'",NA
"2137",NA,NA
"2138",NA,NA
"2139",NA,NA
"2140","u'full_bar'",NA
"2141","'full_bar'","full_bar"
"2142","u'none'","none"
"2143","u'full_bar'","full_bar"
"2144","'full_bar'",NA
"2145","'full_bar'","full_bar"
"2146",NA,NA
"2147","u'full_bar'","full_bar"
"2148","u'full_bar'",NA
"2149","u'full_bar'","full_bar"
"2150","u'full_bar'",NA
"2151","u'full_bar'","full_bar"
"2152","u'full_bar'",NA
"2153","u'full_bar'","full_bar"
"2154","u'full_bar'",NA
"2155","u'full_bar'","full_bar"
"2156","u'full_bar'",NA
"2157",NA,NA
"2158",NA,NA
"2159","'full_bar'","full_bar"
"2160",NA,NA
"2161","u'full_bar'","full_bar"
"2162","u'full_bar'",NA
"2163","u'none'",NA
"2164","u'full_bar'",NA
"2165","u'full_bar'","full_bar"
"2166","u'full_bar'",NA
"2167",NA,NA
"2168","u'full_bar'",NA
"2169","u'full_bar'","full_bar"
"2170",NA,NA
"2171","'full_bar'","full_bar"
"2172","'full_bar'",NA
"2173","u'full_bar'","full_bar"
"2174","'full_bar'",NA
"2175","u'full_bar'","full_bar"
"2176","u'full_bar'",NA
"2177","u'full_bar'","full_bar"
"2178","u'full_bar'",NA
"2179","u'full_bar'","full_bar"
"2180","u'full_bar'",NA
"2181","'full_bar'","full_bar"
"2182","u'full_bar'",NA
"2183",NA,NA
"2184","u'full_bar'",NA
"2185","u'full_bar'","full_bar"
"2186","u'full_bar'",NA
"2187",NA,NA
"2188",NA,NA
"2189","u'full_bar'","full_bar"
"2190","u'full_bar'",NA
"2191",NA,NA
"2192","u'full_bar'",NA
"2193","u'full_bar'","full_bar"
"2194","'full_bar'",NA
"2195","u'full_bar'","full_bar"
"2196","u'full_bar'",NA
"2197",NA,NA
"2198","u'full_bar'",NA
"2199","'beer_and_wine'","beer_and_wine"
"2200","u'full_bar'",NA
"2201",NA,NA
"2202","u'full_bar'",NA
"2203","u'full_bar'","full_bar"
"2204","u'full_bar'",NA
"2205",NA,NA
"2206",NA,NA
"2207","u'beer_and_wine'","beer_and_wine"
"2208","u'none'","none"
"2209","u'full_bar'","full_bar"
"2210","'full_bar'",NA
"2211",NA,NA
"2212","u'full_bar'",NA
"2213","u'full_bar'","full_bar"
"2214","u'full_bar'",NA
"2215","u'full_bar'","full_bar"
"2216","u'full_bar'",NA
"2217","'full_bar'","full_bar"
"2218",NA,NA
"2219","'full_bar'","full_bar"
"2220",NA,NA
"2221",NA,NA
"2222","u'full_bar'",NA
"2223",NA,NA
"2224",NA,NA
"2225",NA,NA
"2226",NA,NA
"2227","u'full_bar'","full_bar"
"2228","'full_bar'",NA
"2229","'full_bar'","full_bar"
"2230","u'full_bar'",NA
"2231","'full_bar'","full_bar"
"2232","u'full_bar'",NA
"2233",NA,NA
"2234",NA,NA
"2235","u'full_bar'","full_bar"
"2236","'full_bar'",NA
"2237",NA,NA
"2238","u'full_bar'",NA
"2239",NA,NA
"2240","u'full_bar'",NA
"2241","u'full_bar'","full_bar"
"2242","u'full_bar'",NA
"2243",NA,NA
"2244","u'full_bar'",NA
"2245",NA,NA
"2246","'full_bar'",NA
"2247",NA,NA
"2248","u'beer_and_wine'",NA
"2249","'full_bar'","full_bar"
"2250","u'full_bar'",NA
"2251",NA,NA
"2252","u'full_bar'",NA
"2253","u'full_bar'","full_bar"
"2254",NA,NA
"2255",NA,NA
"2256","u'full_bar'",NA
"2257",NA,NA
"2258",NA,NA
"2259","u'none'",NA
"2260",NA,NA
"2261","u'full_bar'","full_bar"
"2262","u'full_bar'",NA
"2263",NA,NA
"2264","u'full_bar'",NA
"2265",NA,NA
"2266","'full_bar'",NA
"2267","u'full_bar'","full_bar"
"2268",NA,NA
"2269",NA,NA
"2270",NA,NA
"2271","'full_bar'","full_bar"
"2272","u'full_bar'",NA
"2273","u'full_bar'","full_bar"
"2274","u'none'","none"
"2275","u'full_bar'","full_bar"
"2276","'full_bar'",NA
"2277",NA,NA
"2278",NA,NA
"2279","u'full_bar'","full_bar"
"2280",NA,NA
"2281","u'full_bar'","full_bar"
"2282","u'full_bar'",NA
"2283","u'full_bar'","full_bar"
"2284","u'full_bar'",NA
"2285","u'full_bar'","full_bar"
"2286","u'full_bar'",NA
"2287","u'full_bar'","full_bar"
"2288",NA,NA
"2289",NA,NA
"2290","u'full_bar'",NA
"2291","u'full_bar'","full_bar"
"2292","u'full_bar'",NA
"2293","u'full_bar'","full_bar"
"2294","u'full_bar'",NA
"2295","'full_bar'","full_bar"
"2296","u'full_bar'",NA
"2297",NA,NA
"2298","u'full_bar'",NA
"2299",NA,NA
"2300","u'full_bar'",NA
"2301",NA,NA
"2302","'full_bar'",NA
"2303","u'full_bar'","full_bar"
"2304",NA,NA
"2305","'full_bar'","full_bar"
"2306","u'full_bar'",NA
"2307","u'full_bar'","full_bar"
"2308","u'full_bar'",NA
"2309","u'full_bar'","full_bar"
"2310","u'full_bar'",NA
"2311","'full_bar'","full_bar"
"2312","u'full_bar'",NA
"2313","u'full_bar'","full_bar"
"2314","u'full_bar'",NA
"2315","u'full_bar'","full_bar"
"2316","u'full_bar'",NA
"2317","u'full_bar'","full_bar"
"2318","u'full_bar'",NA
"2319","u'full_bar'","full_bar"
"2320","u'full_bar'",NA
"2321",NA,NA
"2322","'full_bar'",NA
"2323",NA,NA
"2324","'full_bar'",NA
"2325","u'full_bar'","full_bar"
"2326",NA,NA
"2327","u'full_bar'","full_bar"
"2328",NA,NA
"2329","u'full_bar'","full_bar"
"2330","u'full_bar'",NA
"2331",NA,NA
"2332","u'full_bar'",NA
"2333","'full_bar'","full_bar"
"2334","u'full_bar'",NA
"2335",NA,NA
"2336","u'full_bar'",NA
"2337",NA,NA
"2338","'full_bar'",NA
"2339","u'full_bar'","full_bar"
"2340",NA,NA
"2341","u'full_bar'","full_bar"
"2342",NA,NA
"2343","u'full_bar'","full_bar"
"2344","u'full_bar'",NA
"2345","u'full_bar'","full_bar"
"2346",NA,NA
"2347","u'full_bar'","full_bar"
"2348","u'full_bar'",NA
"2349","u'full_bar'","full_bar"
"2350","'full_bar'",NA
"2351","u'full_bar'","full_bar"
"2352",NA,NA
"2353","'full_bar'","full_bar"
"2354",NA,NA
"2355","u'full_bar'","full_bar"
"2356","'full_bar'",NA
"2357",NA,NA
"2358",NA,NA
"2359","u'full_bar'","full_bar"
"2360","u'full_bar'",NA
"2361","u'full_bar'","full_bar"
"2362",NA,NA
"2363","'full_bar'","full_bar"
"2364",NA,NA
"2365","u'full_bar'","full_bar"
"2366","'full_bar'",NA
"2367","u'beer_and_wine'","beer_and_wine"
"2368","'full_bar'",NA
"2369",NA,NA
"2370",NA,NA
"2371","'full_bar'","full_bar"
"2372",NA,NA
"2373","u'beer_and_wine'","beer_and_wine"
"2374","'full_bar'",NA
"2375",NA,NA
"2376",NA,NA
"2377",NA,NA
"2378","u'full_bar'",NA
"2379","u'none'",NA
"2380","u'full_bar'",NA
"2381","u'full_bar'","full_bar"
"2382","u'none'","none"
"2383",NA,NA
"2384","u'full_bar'",NA
"2385",NA,NA
"2386","u'full_bar'",NA
"2387",NA,NA
"2388","u'full_bar'",NA
"2389",NA,NA
"2390","u'full_bar'",NA
"2391","u'full_bar'","full_bar"
"2392","u'full_bar'",NA
"2393",NA,NA
"2394","u'full_bar'",NA
"2395","u'full_bar'","full_bar"
"2396",NA,NA
"2397","u'full_bar'","full_bar"
"2398","u'none'","none"
"2399","u'full_bar'","full_bar"
"2400","u'full_bar'",NA
"2401","'full_bar'","full_bar"
"2402","'full_bar'",NA
"2403","u'full_bar'","full_bar"
"2404","u'none'","none"
"2405","u'full_bar'","full_bar"
"2406","u'full_bar'",NA
"2407","u'full_bar'","full_bar"
"2408",NA,NA
"2409","u'full_bar'","full_bar"
"2410",NA,NA
"2411",NA,NA
"2412","u'full_bar'",NA
"2413",NA,NA
"2414","u'full_bar'",NA
"2415","'full_bar'","full_bar"
"2416",NA,NA
"2417","u'full_bar'","full_bar"
"2418","u'full_bar'",NA
"2419","'full_bar'","full_bar"
"2420","u'full_bar'",NA
"2421","u'full_bar'","full_bar"
"2422",NA,NA
"2423","u'full_bar'","full_bar"
"2424",NA,NA
"2425","u'full_bar'","full_bar"
"2426","u'full_bar'",NA
"2427","u'full_bar'","full_bar"
"2428",NA,NA
"2429","u'full_bar'","full_bar"
"2430","u'none'","none"
"2431","u'none'",NA
"2432",NA,NA
"2433","u'full_bar'","full_bar"
"2434","u'none'","none"
"2435","u'full_bar'","full_bar"
"2436","'full_bar'",NA
"2437",NA,NA
"2438",NA,NA
"2439","'full_bar'","full_bar"
"2440","u'full_bar'",NA
"2441",NA,NA
"2442","u'full_bar'",NA
"2443","u'none'",NA
"2444","u'none'","none"
"2445",NA,NA
"2446","u'none'","none"
"2447",NA,NA
"2448",NA,NA
"2449","u'full_bar'","full_bar"
"2450","u'none'","none"
"2451","u'full_bar'","full_bar"
"2452",NA,NA
"2453",NA,NA
"2454","u'full_bar'",NA
"2455",NA,NA
"2456","'none'","none"
"2457","u'full_bar'","full_bar"
"2458","u'none'","none"
"2459","'full_bar'","full_bar"
"2460","'full_bar'",NA
"2461","u'none'",NA
"2462","u'full_bar'",NA
"2463",NA,NA
"2464","u'full_bar'",NA
"2465",NA,NA
"2466",NA,NA
"2467","'full_bar'","full_bar"
"2468","u'full_bar'",NA
"2469","u'full_bar'","full_bar"
"2470","u'full_bar'",NA
"2471","'full_bar'","full_bar"
"2472","u'full_bar'",NA
"2473","'full_bar'","full_bar"
"2474","u'none'","none"
"2475",NA,NA
"2476","'none'","none"
"2477",NA,NA
"2478",NA,NA
"2479","u'full_bar'","full_bar"
"2480","u'full_bar'",NA
"2481",NA,NA
"2482","'full_bar'",NA
"2483","u'full_bar'","full_bar"
"2484",NA,NA
"2485","u'full_bar'","full_bar"
"2486",NA,NA
"2487",NA,NA
"2488","'full_bar'",NA
"2489",NA,NA
"2490",NA,NA
"2491","'beer_and_wine'","beer_and_wine"
"2492","u'full_bar'",NA
"2493","u'full_bar'","full_bar"
"2494","u'full_bar'",NA
"2495","'full_bar'","full_bar"
"2496","'beer_and_wine'",NA
"2497","'full_bar'","full_bar"
"2498","u'full_bar'",NA
"2499",NA,NA
"2500","u'full_bar'",NA
"2501","'none'",NA
"2502","u'full_bar'",NA
"2503","'full_bar'","full_bar"
"2504","u'full_bar'",NA
"2505","u'full_bar'","full_bar"
"2506","u'full_bar'",NA
"2507","u'full_bar'","full_bar"
"2508","u'full_bar'",NA
"2509","u'full_bar'","full_bar"
"2510",NA,NA
"2511","u'full_bar'","full_bar"
"2512","u'full_bar'",NA
"2513",NA,NA
"2514","u'beer_and_wine'",NA
"2515","u'full_bar'","full_bar"
"2516","u'full_bar'",NA
"2517","u'full_bar'","full_bar"
"2518","u'full_bar'",NA
"2519","u'full_bar'","full_bar"
"2520","u'full_bar'",NA
"2521","u'full_bar'","full_bar"
"2522","'none'","none"
"2523",NA,NA
"2524","u'full_bar'",NA
"2525","u'beer_and_wine'","beer_and_wine"
"2526","'full_bar'",NA
"2527","u'full_bar'","full_bar"
"2528","'full_bar'",NA
"2529","'full_bar'","full_bar"
"2530","u'full_bar'",NA
"2531","u'full_bar'","full_bar"
"2532","u'full_bar'",NA
"2533",NA,NA
"2534","u'full_bar'",NA
"2535",NA,NA
"2536","u'full_bar'",NA
"2537","u'full_bar'","full_bar"
"2538","u'full_bar'",NA
"2539",NA,NA
"2540","u'full_bar'",NA
"2541","u'full_bar'","full_bar"
"2542","u'full_bar'",NA
"2543",NA,NA
"2544",NA,NA
"2545","u'full_bar'","full_bar"
"2546","u'full_bar'",NA
"2547","u'full_bar'","full_bar"
"2548","'full_bar'",NA
"2549","'full_bar'","full_bar"
"2550","u'full_bar'",NA
"2551",NA,NA
"2552",NA,NA
"2553",NA,NA
"2554","'full_bar'",NA
"2555",NA,NA
"2556","u'full_bar'",NA
"2557","u'full_bar'","full_bar"
"2558","u'full_bar'",NA
"2559",NA,NA
"2560","u'full_bar'",NA
"2561","'full_bar'","full_bar"
"2562",NA,NA
"2563","u'full_bar'","full_bar"
"2564",NA,NA
"2565","'beer_and_wine'","beer_and_wine"
"2566","u'full_bar'",NA
"2567","'full_bar'","full_bar"
"2568",NA,NA
"2569",NA,NA
"2570","u'full_bar'",NA
"2571","u'none'",NA
"2572","u'full_bar'",NA
"2573",NA,NA
"2574","u'full_bar'",NA
"2575","'full_bar'","full_bar"
"2576",NA,NA
"2577",NA,NA
"2578","u'full_bar'",NA
"2579","u'full_bar'","full_bar"
"2580",NA,NA
"2581",NA,NA
"2582","u'full_bar'",NA
"2583","u'full_bar'","full_bar"
"2584",NA,NA
"2585","'full_bar'","full_bar"
"2586",NA,NA
"2587","'full_bar'","full_bar"
"2588","u'none'","none"
"2589",NA,NA
"2590","u'none'","none"
"2591","u'full_bar'","full_bar"
"2592","u'full_bar'",NA
"2593","u'full_bar'","full_bar"
"2594",NA,NA
"2595","'none'",NA
"2596","u'full_bar'",NA
"2597","u'full_bar'","full_bar"
"2598","u'full_bar'",NA
"2599",NA,NA
"2600",NA,NA
"2601",NA,NA
"2602",NA,NA
"2603",NA,NA
"2604","'full_bar'",NA
"2605","u'none'",NA
"2606","u'full_bar'",NA
"2607","u'full_bar'","full_bar"
"2608","'none'","none"
"2609",NA,NA
"2610","u'full_bar'",NA
"2611",NA,NA
"2612","u'none'","none"
"2613","u'full_bar'","full_bar"
"2614","'full_bar'",NA
"2615","u'full_bar'","full_bar"
"2616",NA,NA
"2617","u'none'",NA
"2618","u'full_bar'",NA
"2619","u'full_bar'","full_bar"
"2620",NA,NA
"2621","u'none'",NA
"2622","u'full_bar'",NA
"2623","u'full_bar'","full_bar"
"2624",NA,NA
"2625",NA,NA
"2626","u'full_bar'",NA
"2627",NA,NA
"2628","u'full_bar'",NA
"2629","u'beer_and_wine'","beer_and_wine"
"2630",NA,NA
"2631","u'full_bar'","full_bar"
"2632","u'full_bar'",NA
"2633",NA,NA
"2634",NA,NA
"2635",NA,NA
"2636","u'full_bar'",NA
"2637","'full_bar'","full_bar"
"2638",NA,NA
"2639",NA,NA
"2640","u'full_bar'",NA
"2641","u'full_bar'","full_bar"
"2642","u'full_bar'",NA
"2643",NA,NA
"2644","u'full_bar'",NA
"2645","u'full_bar'","full_bar"
"2646","u'beer_and_wine'",NA
"2647","u'full_bar'","full_bar"
"2648","u'full_bar'",NA
"2649",NA,NA
"2650","u'full_bar'",NA
"2651","'none'",NA
"2652","u'full_bar'",NA
"2653",NA,NA
"2654","'full_bar'",NA
"2655","u'beer_and_wine'","beer_and_wine"
"2656","u'full_bar'",NA
"2657",NA,NA
"2658",NA,NA
"2659","u'full_bar'","full_bar"
"2660","u'full_bar'",NA
"2661",NA,NA
"2662","u'none'","none"
"2663","u'full_bar'","full_bar"
"2664","u'full_bar'",NA
"2665",NA,NA
"2666",NA,NA
"2667","u'full_bar'","full_bar"
"2668",NA,NA
"2669",NA,NA
"2670","u'full_bar'",NA
"2671","u'beer_and_wine'","beer_and_wine"
"2672","u'full_bar'",NA
"2673","u'full_bar'","full_bar"
"2674",NA,NA
"2675",NA,NA
"2676","u'full_bar'",NA
"2677","u'beer_and_wine'","beer_and_wine"
"2678","u'full_bar'",NA
"2679","u'full_bar'","full_bar"
"2680","'beer_and_wine'",NA
"2681","u'full_bar'","full_bar"
"2682","'full_bar'",NA
"2683",NA,NA
"2684","u'full_bar'",NA
"2685","u'full_bar'","full_bar"
"2686","u'full_bar'",NA
"2687","u'full_bar'","full_bar"
"2688","u'full_bar'",NA
"2689",NA,NA
"2690","'full_bar'",NA
"2691","u'full_bar'","full_bar"
"2692","'none'","none"
"2693","u'full_bar'","full_bar"
"2694","u'full_bar'",NA
"2695","u'full_bar'","full_bar"
"2696","u'full_bar'",NA
"2697","u'full_bar'","full_bar"
"2698","u'full_bar'",NA
"2699",NA,NA
"2700","u'full_bar'",NA
"2701",NA,NA
"2702","u'full_bar'",NA
"2703","u'full_bar'","full_bar"
"2704","'full_bar'",NA
"2705","u'full_bar'","full_bar"
"2706","u'full_bar'",NA
"2707",NA,NA
"2708","u'full_bar'",NA
"2709",NA,NA
"2710","u'full_bar'",NA
"2711","u'none'",NA
"2712",NA,NA
"2713","'full_bar'","full_bar"
"2714","'beer_and_wine'",NA
"2715","'full_bar'","full_bar"
"2716","u'full_bar'",NA
"2717",NA,NA
"2718","u'full_bar'",NA
"2719","u'full_bar'","full_bar"
"2720","'full_bar'",NA
"2721",NA,NA
"2722","u'full_bar'",NA
"2723","'beer_and_wine'","beer_and_wine"
"2724","'full_bar'",NA
"2725","'full_bar'","full_bar"
"2726","u'full_bar'",NA
"2727","u'full_bar'","full_bar"
"2728","u'full_bar'",NA
"2729","u'full_bar'","full_bar"
"2730",NA,NA
"2731","u'full_bar'","full_bar"
"2732",NA,NA
"2733","u'full_bar'","full_bar"
"2734","u'full_bar'",NA
"2735","u'full_bar'","full_bar"
"2736","'full_bar'",NA
"2737","'none'",NA
"2738","u'full_bar'",NA
"2739",NA,NA
"2740","u'full_bar'",NA
"2741",NA,NA
"2742","u'full_bar'",NA
"2743","u'full_bar'","full_bar"
"2744",NA,NA
"2745","u'full_bar'","full_bar"
"2746",NA,NA
"2747","u'full_bar'","full_bar"
"2748",NA,NA
"2749","'full_bar'","full_bar"
"2750","u'full_bar'",NA
"2751","u'full_bar'","full_bar"
"2752","u'full_bar'",NA
"2753",NA,NA
"2754",NA,NA
"2755",NA,NA
"2756","u'full_bar'",NA
"2757","u'full_bar'","full_bar"
"2758","'full_bar'",NA
"2759",NA,NA
"2760","u'full_bar'",NA
"2761",NA,NA
"2762","u'full_bar'",NA
"2763","u'full_bar'","full_bar"
"2764","u'full_bar'",NA
"2765","u'full_bar'","full_bar"
"2766",NA,NA
"2767","u'full_bar'","full_bar"
"2768","'full_bar'",NA
"2769","u'full_bar'","full_bar"
"2770","u'full_bar'",NA
"2771","u'full_bar'","full_bar"
"2772",NA,NA
"2773",NA,NA
"2774","u'full_bar'",NA
"2775","u'full_bar'","full_bar"
"2776","'full_bar'",NA
"2777",NA,NA
"2778",NA,NA
"2779","u'full_bar'","full_bar"
"2780","u'none'","none"
"2781","'full_bar'","full_bar"
"2782","'beer_and_wine'",NA
"2783","u'full_bar'","full_bar"
"2784",NA,NA
"2785","u'full_bar'","full_bar"
"2786","u'full_bar'",NA
"2787",NA,NA
"2788","u'full_bar'",NA
"2789","u'full_bar'","full_bar"
"2790",NA,NA
"2791","u'full_bar'","full_bar"
"2792","'full_bar'",NA
"2793","u'full_bar'","full_bar"
"2794","u'full_bar'",NA
"2795","'none'",NA
"2796","u'full_bar'",NA
"2797",NA,NA
"2798","'full_bar'",NA
"2799",NA,NA
"2800","u'full_bar'",NA
"2801","u'full_bar'","full_bar"
"2802","'full_bar'",NA
"2803","u'full_bar'","full_bar"
"2804","u'full_bar'",NA
"2805",NA,NA
"2806","'full_bar'",NA
"2807",NA,NA
"2808",NA,NA
"2809","u'full_bar'","full_bar"
"2810","u'full_bar'",NA
"2811","u'none'",NA
"2812","u'full_bar'",NA
"2813","u'full_bar'","full_bar"
"2814","u'full_bar'",NA
"2815","u'full_bar'","full_bar"
"2816","u'full_bar'",NA
"2817","u'full_bar'","full_bar"
"2818",NA,NA
"2819","'none'",NA
"2820","u'full_bar'",NA
"2821","u'beer_and_wine'","beer_and_wine"
"2822","u'full_bar'",NA
"2823",NA,NA
"2824",NA,NA
"2825","u'full_bar'","full_bar"
"2826","u'full_bar'",NA
"2827","u'full_bar'","full_bar"
"2828",NA,NA
"2829","u'full_bar'","full_bar"
"2830","u'full_bar'",NA
"2831","u'none'",NA
"2832",NA,NA
"2833","u'full_bar'","full_bar"
"2834",NA,NA
"2835","u'full_bar'","full_bar"
"2836","u'full_bar'",NA
"2837",NA,NA
"2838",NA,NA
"2839","u'full_bar'","full_bar"
"2840","u'full_bar'",NA
"2841","u'full_bar'","full_bar"
"2842","u'full_bar'",NA
"2843","u'none'",NA
"2844",NA,NA
"2845","u'full_bar'","full_bar"
"2846","u'full_bar'",NA
"2847",NA,NA
"2848",NA,NA
"2849","'full_bar'","full_bar"
"2850","u'full_bar'",NA
"2851","u'full_bar'","full_bar"
"2852","u'full_bar'",NA
"2853","u'full_bar'","full_bar"
"2854",NA,NA
"2855","u'full_bar'","full_bar"
"2856","u'full_bar'",NA
"2857",NA,NA
"2858","u'full_bar'",NA
"2859","u'full_bar'","full_bar"
"2860",NA,NA
"2861","u'full_bar'","full_bar"
"2862","'full_bar'",NA
"2863","'full_bar'","full_bar"
"2864","u'full_bar'",NA
"2865","u'full_bar'","full_bar"
"2866","u'beer_and_wine'",NA
"2867","u'beer_and_wine'","beer_and_wine"
"2868",NA,NA
"2869","u'full_bar'","full_bar"
"2870",NA,NA
"2871",NA,NA
"2872","u'full_bar'",NA
"2873","u'full_bar'","full_bar"
"2874","'full_bar'",NA
"2875",NA,NA
"2876","u'full_bar'",NA
"2877","u'full_bar'","full_bar"
"2878","u'full_bar'",NA
"2879",NA,NA
"2880","u'beer_and_wine'",NA
"2881","u'full_bar'","full_bar"
"2882","u'full_bar'",NA
"2883","u'none'",NA
"2884",NA,NA
"2885","u'full_bar'","full_bar"
"2886","u'beer_and_wine'",NA
"2887","u'full_bar'","full_bar"
"2888","u'none'","none"
"2889","u'beer_and_wine'","beer_and_wine"
"2890","u'none'","none"
"2891",NA,NA
"2892","u'full_bar'",NA
"2893","u'full_bar'","full_bar"
"2894","u'full_bar'",NA
"2895","u'full_bar'","full_bar"
"2896",NA,NA
"2897","'full_bar'","full_bar"
"2898",NA,NA
"2899","u'full_bar'","full_bar"
"2900","u'full_bar'",NA
"2901","u'full_bar'","full_bar"
"2902",NA,NA
"2903","u'full_bar'","full_bar"
"2904","u'full_bar'",NA
"2905","u'full_bar'","full_bar"
"2906",NA,NA
"2907",NA,NA
"2908","u'full_bar'",NA
"2909","u'full_bar'","full_bar"
"2910","'full_bar'",NA
"2911","u'beer_and_wine'","beer_and_wine"
"2912","'full_bar'",NA
"2913","u'full_bar'","full_bar"
"2914","u'beer_and_wine'",NA
"2915","u'full_bar'","full_bar"
"2916","u'full_bar'",NA
"2917",NA,NA
"2918","'none'","none"
"2919","'full_bar'","full_bar"
"2920","u'none'","none"
"2921",NA,NA
"2922",NA,NA
"2923",NA,NA
"2924","'full_bar'",NA
"2925","'full_bar'","full_bar"
"2926","u'full_bar'",NA
"2927","u'full_bar'","full_bar"
"2928","u'none'","none"
"2929","u'full_bar'","full_bar"
"2930","'full_bar'",NA
"2931","u'full_bar'","full_bar"
"2932","u'full_bar'",NA
"2933","u'full_bar'","full_bar"
"2934","u'full_bar'",NA
"2935","'none'",NA
"2936","u'full_bar'",NA
"2937",NA,NA
"2938","u'beer_and_wine'",NA
"2939",NA,NA
"2940",NA,NA
"2941","u'full_bar'","full_bar"
"2942","'beer_and_wine'",NA
"2943","u'full_bar'","full_bar"
"2944","u'full_bar'",NA
"2945",NA,NA
"2946",NA,NA
"2947","u'full_bar'","full_bar"
"2948","'none'","none"
"2949","u'full_bar'","full_bar"
"2950","u'none'","none"
"2951","u'full_bar'","full_bar"
"2952","'none'","none"
"2953","u'full_bar'","full_bar"
"2954","u'none'","none"
"2955","'beer_and_wine'","beer_and_wine"
"2956","u'full_bar'",NA
"2957","u'full_bar'","full_bar"
"2958","u'full_bar'",NA
"2959","u'full_bar'","full_bar"
"2960",NA,NA
"2961",NA,NA
"2962","u'full_bar'",NA
"2963","u'full_bar'","full_bar"
"2964",NA,NA
"2965","u'full_bar'","full_bar"
"2966",NA,NA
"2967","'beer_and_wine'","beer_and_wine"
